scode,12-ys,12-lr,12-ro,13-ys,13-lr,13-ro,14-ys,14-lr,14-ro,15-ys,15-lr,15-ro,16-ys,16-lr,16-ro,17-ro
002348,11.241778590315711,-27.42970653981705,5.65,8.550112001210637,1.140296393616308,5.73,-1.9816259084646612,-29.719699595371807,3.92,-0.6244075984851332,21.96246104821976,4.66,-2.6362981000985104,-23.827583030490718,3.47,4.3791
600592,-13.083899684119842,-9.129987851602655,7.97,-2.9327927754298537,-47.779411764705884,3.02,3.5952471820190417,-4.364573753478288,2.39,-17.837524002123605,7.811090748100407,2.38,1.9928155932850675,17.93136642581695,3.07,3.75
600895,26.151315099436594,-20.755780711729464,5.81,-15.290313058339395,0.6626338096268191,5.58,56.46830806598716,17.042182251718934,6.2,-19.42044118860747,10.466535275171363,6.56,-13.703414333108444,50.87315201150145,9.18,5.61
600004,10.236559725179903,8.03143191215572,10.64,10.014261450456095,18.83810240876335,11.91,7.514911571090535,21.53006538679439,13.38,1.6653786331666844,15.21165941034438,14.0,9.73262382326083,11.233179390217344,13.53,12.24
002052,4.569647434150934,638.6029420729535,11.28,-7.1376647879938915,-74.64249255269358,2.71,-18.110196338715713,-1320.1402067052338,-39.51,-35.81941224161572,116.1092938273843,7.75,-45.1888862026162,-1009.1706504328203,-49.47,0.97
000027,-10.832959153459159,-14.20670276807071,6.5,-3.7237459153383723,50.593880850711,9.23,1.2570865969598681,39.99063999063999,11.45,-11.003163271507207,-11.979548192030677,9.19,1.6902995333324948,-24.760665333616327,6.02,3.39
601008,7.653330247460531,3.0655473111112124,5.33,-4.515463953044445,5.677223835980006,5.62,-0.8367356920851119,-35.18587613578183,3.27,-18.73429379292466,-48.55317557068291,1.67,-6.092728700813161,-84.05016440850054,0.27,0.24
300211,-3.9060730217312836,-9.7735422049503,5.13,22.1254522168258,-3.659988489488846,4.75,-20.03945819829149,-53.799268308647655,2.15,7.389308730791064,11.761515471019827,2.37,-3.201589163673222,-67.64484247213875,0.76,0.73
600376,40.177745239019735,-13.834443420712095,12.87,6.514853664217586,-20.529143410865412,9.81,54.43284450497823,28.222029779219397,11.8,13.272483758236826,26.443520726988623,13.12,26.528127801014932,-8.738968812634758,7.52,8.48
002059,108.32494201547934,211.22962520193877,7.1944,-1.179787669558462,19.556995176718168,8.22,34.08545293041046,2.828642719648951,5.71,51.517070671452494,25.694666922600923,4.95,2.5246062263401523,-21.08647995387654,3.8,4.85
600037,16.031551263111545,6.659001639436254,5.5,2.158133853633678,26.678154214431288,6.69,9.618753630876357,50.96289529547716,9.44,4.139065954995823,18.288253642842477,8.99,3.76798590473453,7.794912129566908,6.15,6.0
002091,7.0625775081732485,-2.6167778643310875,16.78,16.116450736437056,-11.596623598271773,13.22,8.092828289723867,20.82920252580183,14.21,357.81168713831045,111.42348776536363,11.11,7.167528173545766,25.114144942266908,19.17,11.88
000628,-2.674656492667844,36.324788551160566,4.6,47.749480886399645,70.34949461825242,6.88,-6.545816673561984,-400.60333022395514,-22.51,-8.834629167604463,210.91764212605204,9.07,-37.102464691129946,-37.07407069183269,4.11,3.29
600980,-4.934657689007878,22.638219427331055,-7.67,-8.268171950389076,171.33602570649006,5.55,88.09853698229897,-14.545901508961947,2.66,-13.129131074203848,219.39650830449534,8.17,-3.455194403759786,-2.080686978215601,7.38,8.0
900912,-14.854781693088052,23.39429527953798,9.3,-3.336567445560179,23.562318263418746,10.52,9.92137536987782,28.184240068031812,9.84,2.7089614766459325,-22.751434256794205,5.9912,8.602445000404837,34.009570357865236,7.7957,7.6139
600648,-14.854781693088052,23.39429527953798,9.3,-3.336567445560179,23.562318263418746,10.52,9.92137536987782,28.184240068031812,9.84,2.7089614766459325,-22.751434256794205,5.9912,8.602445000404837,34.009570357865236,7.7957,7.6139
900911,-46.20633847134423,-26.245181419861037,8.01,27.30491251684676,28.00230369969276,9.59,33.989584711050675,0.5732061249432421,8.24,-21.65896315079503,9.723628208846467,6.35,-2.022262496167643,30.800162295499128,6.95,8.39
600639,-46.20633847134423,-26.245181419861037,8.01,27.30491251684676,28.00230369969276,9.59,33.989584711050675,0.5732061249432421,8.24,-21.65896315079503,9.723628208846467,6.35,-2.022262496167643,30.800162295499128,6.95,8.39
300320,-12.037718228681273,12.987421626463231,12.89,17.21008000169169,15.500477523914638,10.86,30.172732357074562,21.249576576429988,12.01,-0.9781430408147831,-19.771206745948476,8.9,3.2530678272062454,25.870361556439875,10.35,15.91
000096,-33.96438125602939,-78.42172797262617,1.12,-10.03864604162997,233.39940535183348,3.68,16.077762933615887,-37.55945303210464,2.27,-0.9964083025757033,250.5186860271364,7.63,-9.29422970115171,98.90093845350414,13.69,6.46
002633,8.569366359328283,-83.76127333612435,1.12,-7.087462389963547,-524.2617603860235,-4.87,7.744937944047117,-40.78381719809217,-7.22,-13.954779183840593,154.90910165465414,3.97,-39.909129097595184,-223.1979888103374,-4.87,1.04
002022,15.99638493755352,5.768958830582338,24.79,9.939347656301145,20.222303450557124,27.54,9.282832617101375,1.2641014457340047,24.74,-5.099196778016101,-27.861737102868844,13.89,20.842032977186165,10.338545054539866,13.2,11.33
002019,29.94673544676652,106.21764372369935,3.02,8.239440020226835,84.37924465487964,5.34,141.65489228048872,801.147354472505,34.35,44.50755842875411,51.55930732910575,13.29,43.930268636351634,95.45605217950185,22.02,27.87
002016,12.376625000295682,100.43702917043696,16.57,57.545150028593405,225.92104657075157,39.91,-56.724946893721196,-97.34860412490342,0.93,220.39145814801415,334.5330281558021,3.82,6.222115081538417,46.57454904384477,5.37,44.17
002012,-10.172305822235442,-27.219648886973058,7.9,13.417641879510562,-83.07154338500946,1.3,-4.804850423844981,178.9696235543228,3.56,-4.315805872662279,-52.468318613317145,1.65,5.6100325549329355,-54.979064081692506,0.73,2.55
002011,50.45887956308379,1.5402541468025757,9.64,-14.679573289442896,-28.74489311644985,6.44,2.0837838777186137,-40.46134297230258,3.67,-11.248897052013188,-34.930733261617725,2.28,-0.4893349276951538,1.0743527301381706,1.93,2.09
002005,-10.042239143320167,-58.71273618732473,4.17,13.499079398304106,-170.51012491640935,-2.75,32.74360786404544,112.2155391167479,0.29,8.463197357109117,42.37035056995101,0.36,-10.132176606461522,59.70077351553371,0.57,-18.69
002490,7.791019040416777,-20.238335428445556,4.73,-23.03573146189147,-230.87909719705254,-6.31,11.006354094907964,111.51430222761707,0.75,-36.00903419537751,-1382.867379992582,-10.12,-5.130333355925083,-135.96261668037485,-28.8,2.07
002672,1.3619162329061576,30.914437030536934,15.37,4.036669103019326,-21.905671693665344,9.61,29.348947601238002,20.80283788879823,10.79,17.36131147387865,32.162112275978686,12.78,8.90934641859171,60.52908950141518,17.65,13.53
002002,967.7444781993096,5079.96320764349,13.99,25.110720694791976,74.27476182387042,18.5,37.38514283780395,17.39355007478425,13.08,23.08773795737558,61.08833584448754,15.41,50.683924370311075,46.28115247728316,23.62,21.93
002050,-8.611347284581493,-25.85210773144159,9.74,37.83830903748333,19.18891303642674,10.75,24.38024334782174,73.36632505942407,16.12,-6.085476848523754,7.995249975650506,15.2,24.27458777103565,63.682838765134655,17.79,19.12
002046,7.2560318422382935,1.9466607425981088,7.25,-1.4763710270310475,-41.204376722869846,3.73,-21.268568630886463,-53.86150348459471,1.5,-17.21136365855795,-1114.804015458488,-13.81,226.41770915188295,153.61906809621246,4.66,0.77
002045,-15.645161274151523,-306.58906117823756,-13.99,11.231411581692646,144.88392249212546,6.73,-0.28795880206045105,13.520576918501506,7.33,10.70541966342472,-48.18198042824847,3.7,15.125531018453481,25.974552360664504,4.55,9.42
002041,1.5453676208517315,11.000859567603637,20.81,28.57588133872191,31.00056463601422,22.6,-1.6802199156953912,12.643761840744801,20.84,3.4249364667790347,-3.150662964705933,17.35,4.694189714307957,20.035783795125145,17.93,6.08
002040,4.4074039226290145,-21.804470440196415,4.89,-0.6083781240073856,-45.34245827022825,2.59,-11.275687467306065,29.692470185427283,3.26,5.252253453787812,6.04800703501803,3.37,40.83241640747281,290.13499999815565,4.98,4.5
002038,61.699227895961094,-8.089086939215521,26.16,15.368245593251567,20.038264734477483,25.16,6.986939260337592,20.382082545647528,24.38,-6.951467617913268,-17.269007723217015,17.04,-12.684360551701154,-21.379307725800896,12.06,13.03
002036,-7.346774966374525,-18.287674349892217,4.27,8.645878040891734,18.390258795474015,5.06,239.4089401652497,728.4393456610679,20.03,-2.3162724904630934,15.376039641396,17.44,108.77249551493138,30.007036447206133,13.94,16.33
002594,-4.041100770663002,-94.12281303602057,0.38,12.82609592986042,579.6256927633115,2.58,10.087519345184836,-21.613245603091173,1.84,37.482190748973665,551.2752436422352,10.22,29.322999141796203,78.93605710195467,12.91,7.74
002053,-9.781973668939486,-851.323220869784,-18.35,24.312759965947283,122.57067269471949,4.46,2.596650797872753,48.992582955227796,6.31,-11.287482000227344,84.29465898117066,8.71,-12.639516935608505,163.46444263073522,12.95,7.04
002500,-4.559700001475295,-26.550966812910175,2.37,26.067149738171935,84.59673409803348,4.24,48.28812570111245,123.98571337974306,8.25,95.92297014809958,145.4106100566831,17.93,-38.89214754001713,-67.4954098102249,3.78,3.31
002126,-7.274423936990999,-60.47393383742244,3.44,13.671842282963482,132.99725147902274,7.46,26.118679918890418,57.545386886459745,10.7,12.732826609784805,31.879564886819672,11.03,14.571401370214899,28.110330797074013,11.9,11.02
002137,-34.13440865229286,-11.49423838204288,6.08,-45.519380528191896,-683.0503030174804,-38.59,-11.659330825514935,107.61095845433798,2.91,-23.490837210215844,27.291461628220414,3.37,91.06372702873242,725.356566593895,10.1,4.55
002163,13.937761704958994,-321.6152140020991,-9.09,17.226708186491404,-292.16194303440494,-46.25,19.60515040095063,103.72720218406461,2.0,-1.6774132533905175,-1305.9658063196969,-27.2,-1.2336665478699795,102.37385679562372,0.75,-1.36
002169,-23.0443767779708,-286.47899207370193,-8.83,42.520320246046204,140.6829914219081,3.65,87.49279795036344,149.139284310832,6.93,23.650782443865882,115.12473161760227,12.37,6.982398512988153,3.108851382436946,7.16,4.57
002295,-13.042957042410851,-74.0361780525565,0.67,18.5121166035868,-35.8972225159061,0.43,-10.183508828525916,-1665.4410075024668,-6.89,30.486533531829522,111.36739923697894,0.66,26.309784491235582,44.26854325653804,0.87,5.35
002135,-8.372853517647311,-8.700208124788048,4.79,11.049159105924074,-26.589590400935908,3.4,13.601423354782618,6.699246577913932,3.52,26.955791630028603,-49.27478717945533,1.74,6.936193912602831,50.103861732767776,2.04,3.68
002165,-2.62040071365657,2.264436401578141,8.41,15.784796777212273,-49.36748090454248,4.08,11.180158032006366,135.64960466293707,9.57,-14.219056097224957,9.671888628550905,9.91,0.3480755542286501,23.56991091791583,9.65,2.63
002152,3.7781015391769217,14.233640479667892,21.46,16.025007452466543,21.852299907367723,21.95,25.279755048834662,14.518809592832776,21.24,26.048687111983305,11.272593022113824,20.98,11.344459078718328,-6.0651215055543055,11.82,10.29
002144,6.964191052129019,63.89675783236677,9.81,-6.814554340023313,-29.218147115465616,4.99,-6.956628213133369,44.73114800279532,6.58,-3.3876015797530497,6.187665159169745,7.3,8.173068429817523,-19.21704971991413,5.94,5.7
002254,-0.6163924282236981,-68.10177018928785,2.76,15.629701657230639,89.61491016571996,5.15,0.3385533278680949,79.42433516259942,8.42,-9.997706590245963,-37.05396693818117,4.99,-1.1057236755634396,-38.18596883653304,2.99,4.89
002161,43.04500501232194,7.61852071668733,8.96,17.96468542050912,-67.95955635548789,2.76,18.658685871896143,18.303578295261673,3.22,-20.994516588078593,-62.63606257109221,1.18,-4.102729469153584,133.31788998722092,2.52,0.09
002151,17.48727277876242,26.87121747020714,7.01,36.664081615309016,-6.399441985652253,6.26,22.571442817935473,-28.780860980410388,2.71,16.120695865121093,64.91655032817289,2.65,45.97494600856719,1.952903017708502,1.47,2.43
002248,-40.47775362059809,-572.1170502943006,-10.15,-9.97047360466803,-75.23178485743217,-20.69,2.888657401616917,102.25028010645491,0.39,-33.30567291375361,-5543.104644885999,-21.69,-27.221826100654994,-10.030360830608856,-30.79,5.62
002132,-0.6764484538611442,-71.43863796298275,1.81,-9.96094691025313,54.112556896425836,2.74,7.2887620518795755,44.90250217664369,3.9,-7.501747100108079,-13.174935229235011,2.46,18.93402771100035,167.8128420426813,5.89,2.02
002149,-6.013365603907021,195.44816472122514,2.66,-18.487540042498267,-10.240370669556954,2.32,6.975559551218591,-72.87890939021085,0.64,-19.728639283129706,-2517.3192371896375,-16.15,23.42486166426696,116.03877959055662,1.83,3.11
002170,-6.737834165081176,41.08501872284414,8.61,-1.5985333218738331,53.27070738521572,9.77,10.722156410178325,36.241005251004275,11.88,-8.085000545963108,-14.678428444728157,9.12,-7.3059581697123885,-43.620525526689974,4.42,-4.9
002113,-65.76147408198258,38.0476597195915,5.12,26.961347260703572,-35.17229455703498,3.53,-43.00913469683749,-80.16552774265651,0.68,-1.6634617675423913,-784.2965003529378,-4.73,694.6070239481322,1333.1447276228619,8.28,0.49
002115,-3.2827143392063136,-16.625035212210623,8.7,-26.9999608964213,-249.7386134267601,-13.77,14.295932066945932,110.30680095537913,1.54,-4.374863521103321,36.250542625152995,2.05,14.305384270468819,45.375114198385305,2.97,5.04
002122,-19.189965205194152,-48.33310192919172,4.56,-18.86615367930765,-85.62735346351243,0.65,7.093727225693083,8.873412153645226,0.72,-3.543436950163366,39.54742235666477,1.0,2.838697068918706,-634.7158225367352,-5.48,2.78
002112,-18.82442806225316,118.31080799794749,1.33,9.910580866722086,232.48420623761956,4.31,0.2921438552030242,-14.461324308785583,3.56,0.5041614959322188,-42.17797371493334,2.01,-47.82152721727836,-45.60071111700349,1.06,-28.1
002131,25.662478056299637,-58.9122557989627,4.6,13.63614843811237,16.979142023263087,5.17,56.10231208532541,221.3354394899519,11.34,52.811958169481485,25.28646624586769,10.72,65.94172600070092,149.55926266402574,8.98,5.62
002127,6.452405125796361,-351.65735476064793,-17.06,21.234130791080847,-191.213942988053,-75.07,-93.38491780581339,112.77106821455043,24.41,42.30321565438616,158.37160229941972,43.88,33.84957423053066,75.26818864479974,21.76,27.26
002216,2.094039597138284,1.4682056725535506,8.43,34.423902444776076,-15.58692637412813,6.78,13.627431087433834,-31.55324900968456,4.44,3.493294215462982,-56.8337376080991,1.87,12.82893717540674,13.091708107316059,2.09,3.69
002100,11.505730073335236,40.480694562952166,9.26,11.94497760104985,57.20239506384319,11.94,13.735327781472325,38.78245117766115,11.41,-1.6306148427468918,4.3047676595942805,10.9,6.6433761930652615,59.70393137052993,15.82,14.66
002090,7.31500769501785,3.744112116855617,7.82,28.154685354113095,41.19584758580863,10.28,12.036502728349747,81.90462476849551,16.45,5.284372125996355,21.25616134435439,16.81,50.97818578531973,-16.200555732120662,9.72,12.62
002154,11.130022005907035,29.683635174118518,20.08,-10.457550837813407,-66.34781361814497,6.04,12.719798545258968,-16.598410142781724,4.91,-1.4527675823208015,-25.392792331319917,3.63,-10.407535400619453,-486.6309925210272,-14.9,1.06
002172,-7.103335421075287,105.12409003687033,6.35,-7.7391295617163705,-41.34396370198215,3.45,42.67807529043396,-443.9237623122355,-10.01,-18.549495578771108,288.8992087598183,14.72,28.0152603701621,90.81249732505798,21.84,12.2
